Erfnumber,sign,Illuminati,1st,3rd,Height,Width,Area,NumberofSi,NrofSidesT,StreetName,BuildingNa,longitude,latitude,BusinessSh,TenantName,Encroachme,1stParty,3rdParty,Approximat,DateCreate,DateUpdate,hae
163560,cnopy,Yes,Yes,No,0.5,2,1,1,1,Kloof,Kloof street junction,18.4085238495512,-33.9322902293194,Tiara,NA,Yes Certain,Tiara,NA,2000,2015-10-19T11:40:39Z,NA,91.6865394398028
163560,cnopy,Yes,Yes,No,0.5,0.6,0.3,1,2,Kloof,Kloof street junction,18.4085634860615,-33.932346132079,Tiara,NA,Yes Certain,Tiara,NA,700,2015-10-19T11:46:24Z,NA,91.272557106385
163560,cnopy,No,Yes,No,0.8,1,0.8,1,2,Kloof,Kloof street junction,18.408501264926,-33.9323570755858,Tiara,NA,Yes Certain,Boutique,NA,1000,2015-10-19T11:50:08Z,NA,90.2585164591955
163560,cnopy,No,Yes,No,1,1.1,1.1,1,1,Kloof,Kloof street junction,18.408540135611,-33.9323523652506,Tiara,NA,Yes Certain,Tiara,NA,1100,2015-10-19T11:52:48Z,NA,91.5829375042337
163560,cnopy,No,No,No,0.5,5,2.5,NA,1,Kloof,Kloof street junction,18.4085753645485,-33.9323829310771,Save More,NA,Yes Certain,Save More,NA,2000,2015-10-19T11:55:41Z,2015-11-24T20:13:55Z,87.4313797708744
163560,cnopy,Yes,Yes,No,0.5,2,1,1,2,Kloof,Kloof street junction,18.4086017936985,-33.93241664426,Save More,NA,Yes Certain,Save More,NA,2000,2015-10-19T11:58:46Z,NA,88.8297550948383
163560,cnopy,Yes,Yes,No,0.2,1.5,0.30000000000000004,1,1,Kloof,Kloof street junction,18.4085679520422,-33.9324666665313,Arigato,NA,Yes Certain,Arigato,NA,2000,2015-10-19T12:01:49Z,NA,86.755262683585
163560,cnopy,Yes,Yes,No,0.3,1,0.3,1,2,Kloof,Kloof street junction,18.4086004435255,-33.932480520167,Arigato,NA,Yes Certain,Arigato,NA,1000,2015-10-19T12:04:24Z,NA,89.1400512727468
163560,cnopy,No,Yes,No,0.2,2.5,0.5,1,1,Kloof,Kloof street junction,18.4085646581395,-33.9325245392425,Zen,Zen,Yes Certain,Zen healing massage center,NA,2000,2015-10-19T12:08:23Z,NA,89.1663467687083
163560,cnopy,Yes,Yes,No,0.7,1.5,1.0499999999999998,1,2,Kloof,Kloof,18.4085658481768,-33.9324937409485,Zen,NA,Yes Certain,Zen,NA,2000,2015-10-19T12:11:56Z,NA,92.595159489305
163560,cnopy,No,Yes,No,0.3,2,0.6,1,1,Kloof,Kloof street junction,18.4084891684488,-33.9324961327411,Cozier,NA,Yes Certain,Cozier,NA,2000,2015-10-19T12:18:07Z,NA,92.0713942031617
163560,cnopy,No,Yes,No,0.5,1,0.5,1,2,Kloof,Kloof street junction,18.4084645886714,-33.9324957104528,Cozier,NA,Yes Certain,Cozier,NA,1000,2015-10-19T12:21:02Z,NA,90.6213545498184
163560,cnopy,Yes,Yes,No,0.5,1,0.5,2,1,Kloof,Kloof street junction,18.4084929831009,-33.9325376680876,Action TV,NA,Yes Certain,Action TV,NA,1000,2015-10-19T12:29:08Z,NA,89.2111831882226
163560,cnopy,No,Yes,No,0.3,3,0.8999999999999999,1,1,Kloof,Kloof street junction,18.4083374372245,-33.9326591439437,Action TV,NA,Yes Certain,Action TV,NA,2000,2015-10-19T12:32:32Z,NA,96.2154709771167
163560,cnopy,No,No,Yes,0.1,0.3,0.03,1,1,Kloof,Kloof street junction,18.4082661895331,-33.932904400649,Yindee's,NA,Yes Certain,Yindee's,Chubb,1000,2015-10-19T12:39:48Z,NA,106.896523036758
2250,cnopy,Yes,Yes,No,0.5,1,0.5,1,2,Kloof,167 on Kloof,18.4068205049215,-33.935084489722,Antiques on Kloof,NA,Yes Certain,Antiques on Kloof,NA,950,2015-10-19T13:07:26Z,NA,111.367951352915
2250,cnopy,No,Yes,No,0.2,4,0.8,1,1,Kloof,161 on Kloof,18.4067555456577,-33.93506488968,Hair Tamers,NA,Yes Certain,Hair Tamers,NA,2000,2015-10-19T13:11:12Z,NA,113.933128232331
2250,cnopy,Yes,Yes,No,0.5,1,0.5,1,2,Kloof,161 on Kloof,18.4067751833261,-33.9349745499715,Hair Tamers,NA,Yes Certain,Hair Tamers,NA,1300,2015-10-19T13:13:54Z,NA,117.255755238371
2582,cnopy,No,Yes,No,0.4,0.5,0.2,2,2,Kloof,153 on Kloof,18.4069407885049,-33.9348220491305,Greeff,NA,Yes Certain,Greeff,NA,500,2015-10-19T13:26:47Z,NA,112.114317333042
2528,cnopy,No,Yes,No,0.5,5,2.5,1,1,Kloof,153 on Kloof,18.4069267304462,-33.9347841583433,Greeff,NA,Yes Certain,Greedy Properties,NA,1600,2015-10-19T13:32:19Z,NA,116.604019213529
1485,cnopy,No,Yes,No,1,2,2,1,1,Kloof,151 on Kloof,18.407092677645,-33.9345952945008,Manna,NA,Yes Certain,Manna,NA,300,2015-10-19T13:36:28Z,NA,109.972081300309
1487,cnopy,No,Yes,No,0.2,1.5,0.30000000000000004,1,1,Kloof,147 on  Kloof,18.4072242982495,-33.934509517249,Citi,NA,Yes Certain,Citi,NA,1000,2015-10-19T13:40:08Z,NA,107.021828338112
1496,cnopy,No,Yes,No,0.4,1.5,0.6000000000000001,1,1,Kloof,139 on Kloof,18.407414797589,-33.9342230925656,Steer,NA,Yes Certain,Steer,NA,1000,2015-10-19T13:53:31Z,2015-11-19T17:48:23Z,103.594639940339
94630,cnopy,No,Yes,No,0.5,15,7.5,1,1,Kloof,NA,18.4097064,-33.9307915,Arnolds Restaurant,NA,Yes Certain,A,NA,2500,2015-10-19T08:30:25Z,NA,0
168166,cnopy,No,Yes,No,1,3,3,1,1,Kloof,NA,18.4084672,-33.9321801,Slug and lettuce,NA,Yes Certain,Slug and lettuce,NA,1500,2015-10-19T08:41:32Z,NA,0
94704,cnopy,Yes,Yes,No,0.5,0.5,0.25,1,2,Kloof,NA,18.4084779,-33.9322246,Slug and Lettuce,NA,Yes Certain,Slug and lettuce,NA,1500,2015-10-19T08:44:52Z,NA,0
94704,cnopy,No,Yes,No,0.5,2,1,1,1,Kloof,NA,18.408435,-33.9322269,Slug and lettuce,NA,Yes Certain,Slug and  lettuce,NA,1500,2015-10-19T08:47:18Z,NA,0
94705,cnopy,No,Yes,No,1,3,3,1,1,Kloof,NA,18.4083626,-33.9322892,Topolino Cafe,NA,Yes Certain,Topolino Cafe,NA,1500,2015-10-19T08:57:42Z,NA,0
94706,cnopy,Yes,Yes,No,1,3.5,3.5,1,1,Kloof,NA,18.4082023,-33.932924,Remax,NA,Yes Certain,Remax,NA,3500,2015-10-19T09:10:20Z,NA,0
1657,cnopy,No,No,Yes,1,2.8,2.8,1,1,Kloof,NA,18.408203,-33.9329418,Remax,NA,Yes Certain,Watching over your neighbourhood,NA,2800,2015-10-19T09:16:18Z,NA,0
1657,cnopy,No,Yes,No,3,1,3,5,2,Kloof,NA,18.4082057,-33.9329206,Remax,NA,Yes Certain,Remax,NA,2500,2015-10-19T09:04:13Z,2015-10-19T09:22:46Z,0
2700,cnopy,No,Yes,No,0.5,5,2.5,1,1,Kloof,NA,18.4078181,-33.9334887,Swift dry cleaners,NA,Yes Certain,Swift laundry,NA,2500,2015-10-19T09:55:19Z,NA,0
2700,cnopy,No,Yes,No,1,0.5,0.5,1,1,Kloof,NA,18.4077296,-33.9336189,Melissa's food shop,NA,Yes Certain,Mellissa's the food shop,NA,2500,2015-10-19T10:06:28Z,NA,0
2700,cnopy,No,Yes,No,0.5,2,1,1,1,Kloof,NA,18.4076853,-33.9336917,Arabesqusre,NA,Yes Certain,Arabesque,NA,2500,2015-10-19T10:10:04Z,NA,0
3001,cnopy,Yes,Yes,No,1,4,4,2,1,Kloof,NA,18.4074989,-33.9338659,Valpre Spring Water,NA,Yes Certain,Coca Cola valpre,NA,500,2015-10-19T11:01:10Z,2015-10-19T11:04:26Z,0
3001,cnopy,Yes,No,Yes,0.5,2,1,1,1,Kloof,NA,18.4074895,-33.9338859,BAGRAIN attorney,NA,Yes Certain,Bagrains Attineys,NA,1500,2015-10-19T11:04:36Z,NA,0
1593,cnopy,No,Yes,No,1,4,4,1,1,Kloof,NA,18.4070791,-33.9344345,I love my hood,NA,Yes Certain,I love my hood,NA,1500,2015-10-19T11:18:04Z,NA,0
2593,cnopy,No,Yes,No,1,2,2,1,1,Kloof,NA,18.407063,-33.9344567,I love my hood,NA,Yes Certain,Now Showing,NA,1500,2015-10-19T11:22:55Z,NA,0
1599,cnopy,No,Yes,No,1,1,1,NA,2,Kloof,NA,18.4069142,-33.934627,Orange Eleven,NA,Yes Certain,Orange eleven,NA,1250,2015-10-19T11:25:41Z,NA,0
2700,cnopy,No,Yes,No,0.5,5,2.5,1,1,Kloof,NA,18.4078053,-33.9335132,Swift dry cleaners,NA,Yes Certain,Swift dry cleaners,NA,3,2015-10-19T09:59:41Z,NA,0
